listing_id,neighborhood,property_type,bedrooms,bathrooms,size_sqft,annual_rent,monthly_rent,price_per_sqft,furnished,amenities,has_metro,beach_accessible,floor_number,building_age_years,posted_date,agent_name,agent_company,tier
PF009822,Dubai Media City,Studio,0,1,1135,174000,14500,153.3,Furnished,Balcony;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,19,18,2025-11-18,Jeffrey Hernandez,Haus & Haus,Premium
PF009823,DIFC,2BR,2,2,1685,160400,13400,95.19,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,42,3,2025-11-03,Duane Bates,Espace Real Estate,Luxury
PF009824,Bur Dubai,2BR,2,2,1267,83700,7000,66.06,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Study Room,Yes,No,32,12,2025-10-25,Kristen Watts,Dubizzle,Mid-Market
PF009825,Motor City,3BR,3,2,2178,158700,13200,72.87,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;View (Sea/Marina/Park),No,No,38,10,2025-09-30,Whitney Ochoa,Espace Real Estate,Mid-Market
PF009826,Deira,2BR,2,2,1321,89700,7500,67.9,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;Swimming Pool,Yes,No,4,11,2025-10-03,Sierra Padilla,Dubizzle,Budget
PF009827,Business Bay,2BR,2,2,1445,113200,9400,78.34,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;View (Sea/Marina/Park),Yes,No,44,18,2025-10-18,Laura Sullivan,Bayut,Premium
PF009828,Dubai Sports City,1BR,1,1,706,57500,4800,81.44,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,35,14,2025-09-07,Tracy Howard,Dubizzle,Budget
PF009829,Dubai Marina,2BR,2,2,1503,109000,9100,72.52,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,Yes,21,12,2025-11-12,Brandon Thomas,Dubizzle,Luxury
PF009830,Motor City,1BR,1,1,801,71800,6000,89.64,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Shared Spa,No,No,6,0,2025-10-14,Daniel Henderson,Espace Real Estate,Mid-Market
PF009831,Al Barsha,Studio,0,1,404,50000,4200,123.76,Furnished,Balcony;Central AC;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,11,14,2025-10-03,Jennifer Hill,Dubizzle,Mid-Market
PF009832,Jumeirah,2BR,2,2,1449,185700,15500,128.16,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,11,8,2025-09-21,Michael Hawkins,Dubizzle,Luxury
PF009833,International City,1BR,1,1,724,42500,3500,58.7,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,21,1,2025-11-25,David Hogan,Property Finder,Budget
PF009834,Discovery Gardens,Studio,0,1,477,43500,3600,91.19,Semi-Furnished,Central AC;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,17,3,2025-09-16,Andrew Weaver,Property Finder,Budget
PF009835,Jumeirah Lake Towers (JLT),1BR,1,1,1051,95500,8000,90.87,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,Yes,No,35,5,2025-10-11,Levi Meadows,Allsopp & Allsopp,Mid-Market
PF009836,Dubai Marina,1BR,1,1,813,63900,5300,78.6,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,Yes,37,19,2025-10-29,Robert Arnold,Allsopp & Allsopp,Luxury
PF009837,Al Barsha,1BR,1,1,957,74300,6200,77.64,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Study Room;Swimming Pool,Yes,No,42,11,2025-09-05,Jeffery Nguyen,Bayut,Mid-Market
PF009838,Al Nahda,2BR,2,2,1008,64500,5400,63.99,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room,Yes,No,32,8,2025-11-02,Shaun Johnson,Bayut,Budget
PF009839,Barsha Heights (Tecom),2BR,2,2,1490,105300,8800,70.67,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,8,3,2025-10-23,Kevin Cain,Haus & Haus,Mid-Market
PF009840,Dubai Marina,3BR,3,2,1937,184300,15400,95.15,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,Yes,37,18,2025-10-04,Sandra Buck,Haus & Haus,Luxury
PF009841,Dubai Silicon Oasis,2BR,2,2,1254,99600,8300,79.43,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,No,No,12,5,2025-09-19,Ronald Schwartz,Driven Properties,Budget
PF009842,Al Barsha,2BR,2,2,1377,112900,9400,81.99,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room;Swimming Pool,Yes,No,23,15,2025-10-07,Gilbert Reynolds,Bayut,Mid-Market
PF009843,Arabian Ranches,1BR,1,1,2129,186900,15600,87.79,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,No,5,11,2025-10-11,Melinda Little,Bayut,Luxury
PF009844,Arabian Ranches,1BR,1,1,1942,171800,14300,88.47,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),No,No,29,10,2025-11-08,Hannah Valdez,Espace Real Estate,Luxury
PF009845,Deira,2BR,2,2,1208,89900,7500,74.42,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,31,6,2025-10-17,Mr. William Miller,Allsopp & Allsopp,Budget
PF009846,International City,1BR,1,1,847,56700,4700,66.94,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security,No,No,12,9,2025-11-06,Luke Smith,Dubizzle,Budget
PF009847,Bur Dubai,1BR,1,1,690,78100,6500,113.19,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,11,0,2025-10-13,Jordan Villarreal,Espace Real Estate,Mid-Market
PF009848,Arabian Ranches,3BR,3,2,2845,225000,18800,79.09,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,No,28,6,2025-09-29,Susan White,Allsopp & Allsopp,Luxury
PF009849,International City,2BR,2,2,986,57700,4800,58.52,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Study Room,No,No,7,18,2025-10-01,Megan Burton,Haus & Haus,Budget
PF009850,Motor City,1BR,1,1,931,82800,6900,88.94,Furnished,Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,No,16,18,2025-09-24,Jared Myers,Bayut,Mid-Market
PF009851,Downtown Dubai,2BR,2,2,1492,133300,11100,89.34,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,No,44,10,2025-11-09,Kyle Reed,Allsopp & Allsopp,Luxury
PF009852,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security,Yes,No,10,18,2025-10-03,James Gates,Dubizzle,Budget
PF009853,Bur Dubai,Studio,0,1,368,46000,3800,125.0,Unfurnished,Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,10,2,2025-10-13,Charles Baird,Driven Properties,Mid-Market
PF009854,DIFC,1BR,1,1,940,113900,9500,121.17,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,No,18,12,2025-11-27,John Carter,Allsopp & Allsopp,Luxury
PF009855,Dubai Sports City,1BR,1,1,632,51400,4300,81.33,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa,No,No,31,7,2025-10-01,Stefanie Flores,Allsopp & Allsopp,Budget
PF009856,International City,2BR,2,2,1009,57300,4800,56.79,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security,No,No,44,17,2025-09-23,Brandy Casey,Bayut,Budget
PF009857,Al Barsha,1BR,1,1,897,69700,5800,77.7,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security,Yes,No,37,11,2025-11-08,Beverly Roman,Dubizzle,Mid-Market
PF009858,Dubai Silicon Oasis,2BR,2,2,1103,90700,7600,82.23,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),No,No,1,14,2025-09-19,Angela Blake,Bayut,Budget
PF009859,Discovery Gardens,1BR,1,1,931,70300,5900,75.51,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool,Yes,No,2,8,2025-09-21,Randy Fernandez,Allsopp & Allsopp,Budget
PF009860,Jumeirah Lake Towers (JLT),2BR,2,2,1748,127000,10600,72.65,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security,Yes,No,32,6,2025-09-20,Randy Parker,Driven Properties,Mid-Market
PF009861,Al Nahda,2BR,2,2,1122,71800,6000,63.99,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room,Yes,No,32,18,2025-11-01,Debra Pugh,Allsopp & Allsopp,Budget
PF009862,Dubai Internet City,1BR,1,1,4965,1136100,94700,228.82,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,21,2,2025-09-08,Linda Welch,Haus & Haus,Luxury
PF009863,Jumeirah Lake Towers (JLT),2BR,2,2,1768,138900,11600,78.56,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security,Yes,No,23,11,2025-11-21,Jennifer Santos,Driven Properties,Mid-Market
PF009864,Jumeirah Lake Towers (JLT),2BR,2,2,1675,134800,11200,80.48,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,2,14,2025-11-14,Jacob Moore,Dubizzle,Mid-Market
PF009865,Barsha Heights (Tecom),3BR,3,2,2105,184500,15400,87.65,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,18,3,2025-10-12,Mr. Michael Williams Jr.,Property Finder,Mid-Market
PF009866,Bur Dubai,1BR,1,1,881,76300,6400,86.61,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security,Yes,No,38,9,2025-10-25,Timothy Crane,Driven Properties,Mid-Market
PF009867,Bur Dubai,3BR,3,2,1919,123500,10300,64.36,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Study Room;Swimming Pool,Yes,No,24,10,2025-10-18,Mitchell Hernandez,Espace Real Estate,Mid-Market
PF009868,Barsha Heights (Tecom),1BR,1,1,955,77400,6400,81.05,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,6,3,2025-10-19,Christopher Harris,Bayut,Mid-Market
PF009869,International City,2BR,2,2,990,57600,4800,58.18,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security,No,No,8,18,2025-11-18,Ronald Myers,Espace Real Estate,Budget
PF009870,Al Nahda,2BR,2,2,967,59900,5000,61.94,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security,Yes,No,8,12,2025-09-18,Joseph Mcgee,Property Finder,Budget
PF009871,Dubai Internet City,1BR,1,1,4930,1010100,84200,204.89,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,37,12,2025-11-07,Lisa Greene,Espace Real Estate,Luxury
PF009872,Jumeirah Beach Residence (JBR),1BR,1,1,1188,158900,13200,133.75,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,4,5,2025-10-28,Jodi Rodriguez,Driven Properties,Luxury
PF009873,Dubai Sports City,2BR,2,2,1126,84900,7100,75.4,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;View (Sea/Marina/Park),No,No,35,5,2025-09-22,Amy Mejia,Property Finder,Budget
PF009874,Dubai Media City,2BR,2,2,1534,188100,15700,122.62,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,12,3,2025-09-02,Ian Dennis,Dubizzle,Premium
PF009875,Barsha Heights (Tecom),3BR,3,2,2100,186800,15600,88.95,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,24,2,2025-09-02,Curtis Miller,Allsopp & Allsopp,Mid-Market
PF009876,International City,3BR,3,2,2380,120400,10000,50.59,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,No,No,25,5,2025-10-11,Kayla Watson,Driven Properties,Budget
PF009877,Motor City,Studio,0,1,657,60300,5000,91.78,Unfurnished,Central AC;Parking;Pets Allowed;Security;Swimming Pool,No,No,24,14,2025-09-09,Gary Yu,Allsopp & Allsopp,Mid-Market
PF009878,Jumeirah Beach Residence (JBR),1BR,1,1,1324,178300,14900,134.67,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,18,2,2025-09-03,Donna Hernandez,Bayut,Luxury
PF009879,Al Barsha,1BR,1,1,1084,91900,7700,84.78,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security,Yes,No,5,10,2025-10-18,Nicholas Dawson,Property Finder,Mid-Market
PF009880,Al Barsha,2BR,2,2,1421,100500,8400,70.72,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,34,11,2025-09-11,Bradley Thomas,Dubizzle,Mid-Market
PF009881,Barsha Heights (Tecom),Studio,0,1,466,53300,4400,114.38,Unfurnished,Central AC;Children's Play Area;Maid's Room;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,40,0,2025-09-10,Denise Scott,Property Finder,Mid-Market
PF009882,Jumeirah Lake Towers (JLT),1BR,1,1,1195,91500,7600,76.57,Furnished,Built-in Wardrobes;Central AC;Gym;Parking;Security;Study Room,Yes,No,18,18,2025-09-01,Molly Mcguire,Driven Properties,Mid-Market
PF009883,Business Bay,3BR,3,2,1991,192700,16100,96.79,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Shared Spa;Study Room,Yes,No,34,1,2025-11-14,Michael Lindsey,Bayut,Premium
PF009884,Business Bay,1BR,1,1,815,90900,7600,111.53,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Pets Allowed;Security;Study Room,Yes,No,11,11,2025-09-13,Andre Berger,Bayut,Premium
PF009885,Jumeirah Beach Residence (JBR),1BR,1,1,1425,117000,9800,82.11,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,2,17,2025-10-01,Karla Walker,Bayut,Luxury
PF009886,Barsha Heights (Tecom),3BR,3,2,2102,185200,15400,88.11,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security,Yes,No,10,8,2025-10-28,Rebecca Gonzalez,Bayut,Mid-Market
PF009887,Bur Dubai,2BR,2,2,1235,78700,6600,63.72,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,39,18,2025-10-11,Julie Davenport,Property Finder,Mid-Market
PF009888,Motor City,2BR,2,2,1673,108800,9100,65.03,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Swimming Pool,No,No,29,9,2025-11-17,Kimberly Norris,Dubizzle,Mid-Market
PF009889,Discovery Gardens,1BR,1,1,961,76700,6400,79.81,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;Swimming Pool,Yes,No,3,10,2025-09-15,Peter Davis,Dubizzle,Budget
PF009890,Jumeirah Beach Residence (JBR),1BR,1,1,890,110300,9200,123.93,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;View (Sea/Marina/Park),No,Yes,15,13,2025-10-20,Timothy Thomas,Property Finder,Luxury
PF009891,Dubai Media City,2BR,2,2,1533,182200,15200,118.85,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,Yes,No,31,7,2025-11-26,Johnathan Bentley,Bayut,Premium
PF009892,Jumeirah Lake Towers (JLT),2BR,2,2,1703,122700,10200,72.05,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security,Yes,No,15,2,2025-10-18,Stephanie Holmes,Allsopp & Allsopp,Mid-Market
PF009893,Motor City,Studio,0,1,628,56900,4700,90.61,Unfurnished,Balcony;Central AC;Children's Play Area;Parking;Security;Swimming Pool,No,No,15,15,2025-09-02,Marissa Choi,Espace Real Estate,Mid-Market
PF009894,Bur Dubai,1BR,1,1,905,77400,6400,85.52,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Study Room;Swimming Pool,Yes,No,25,16,2025-09-12,Latasha Hernandez,Bayut,Mid-Market
PF009895,Arabian Ranches,Studio,0,1,1975,169100,14100,85.62,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Study Room,No,No,39,12,2025-11-06,William Cooper,Dubizzle,Luxury
PF009896,Al Barsha,1BR,1,1,910,90500,7500,99.45,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Pets Allowed;Security,Yes,No,41,1,2025-11-04,Raymond Fischer,Bayut,Mid-Market
PF009897,Barsha Heights (Tecom),Studio,0,1,486,57600,4800,118.52,Furnished,Balcony;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,23,17,2025-09-27,Daniel Cook,Espace Real Estate,Mid-Market
PF009898,Barsha Heights (Tecom),Studio,0,1,407,46700,3900,114.74,Unfurnished,Balcony;Central AC;Covered Parking;Parking;Security,Yes,No,40,16,2025-11-18,Jocelyn Campbell,Property Finder,Mid-Market
PF009899,Jumeirah Lake Towers (JLT),Studio,0,1,470,66000,5500,140.43,Furnished,Central AC;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,30,12,2025-09-27,Hannah Anderson,Allsopp & Allsopp,Mid-Market
PF009900,Business Bay,Studio,0,1,427,54200,4500,126.93,Semi-Furnished,Central AC;Gym;Parking;Pets Allowed;Security;Study Room,Yes,No,23,1,2025-11-19,Michael Shaw,Bayut,Premium
PF009901,Al Nahda,3BR,3,2,1343,85000,7100,63.29,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security,Yes,No,34,4,2025-11-04,Briana Curry,Espace Real Estate,Budget
PF009902,Motor City,Studio,0,1,656,61100,5100,93.14,Unfurnished,Central AC;Gym;Maid's Room;Parking;Security;Study Room,No,No,2,9,2025-09-05,Samantha Hernandez MD,Driven Properties,Mid-Market
PF009903,Barsha Heights (Tecom),3BR,3,2,2057,172000,14300,83.62,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,13,19,2025-09-26,Bethany Morris,Dubizzle,Mid-Market
PF009904,Dubai Silicon Oasis,1BR,1,1,770,55400,4600,71.95,Furnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),No,No,28,2,2025-11-23,Austin Owens,Bayut,Budget
PF009905,Jumeirah Beach Residence (JBR),1BR,1,1,1411,94700,7900,67.12,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),No,Yes,25,7,2025-11-23,Kristin Lopez,Espace Real Estate,Luxury
PF009906,Bur Dubai,3BR,3,2,1817,120300,10000,66.21,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security,Yes,No,22,10,2025-11-05,Angel Wright,Property Finder,Mid-Market
PF009907,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,21,12,2025-10-22,David Fitzgerald,Bayut,Budget
PF009908,Barsha Heights (Tecom),1BR,1,1,1066,91900,7700,86.21,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,35,18,2025-11-01,Victor Moore,Dubizzle,Mid-Market
PF009909,Jumeirah,1BR,1,1,1356,166400,13900,122.71,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,Yes,26,19,2025-09-09,Mrs. Kaitlyn James,Property Finder,Luxury
PF009910,Jumeirah Beach Residence (JBR),1BR,1,1,973,108600,9000,111.61,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,Yes,2,8,2025-09-21,Andrew Anderson,Haus & Haus,Luxury
PF009911,Al Barsha,1BR,1,1,1001,82900,6900,82.82,Unfurnished,Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security,Yes,No,16,13,2025-10-28,Kathleen Flores,Dubizzle,Mid-Market
PF009912,Dubai Marina,Studio,0,1,547,58400,4900,106.76,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,Yes,32,9,2025-11-13,Kathryn Miller,Dubizzle,Luxury
PF009913,Discovery Gardens,1BR,1,1,926,69400,5800,74.95,Unfurnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,40,8,2025-10-02,Amy Kennedy,Bayut,Budget
PF009914,Jumeirah Lake Towers (JLT),1BR,1,1,997,105000,8800,105.32,Semi-Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool,Yes,No,27,16,2025-09-05,Michael Underwood,Bayut,Mid-Market
PF009915,Bur Dubai,Studio,0,1,369,45900,3800,124.39,Unfurnished,Central AC;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,27,17,2025-09-26,Jean Ward,Espace Real Estate,Mid-Market
PF009916,Jumeirah Lake Towers (JLT),1BR,1,1,1166,102500,8500,87.91,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,7,11,2025-10-15,Jacob Brady,Driven Properties,Mid-Market
PF009917,Dubai Sports City,1BR,1,1,734,61300,5100,83.51,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,22,0,2025-10-31,Carl Douglas,Dubizzle,Budget
PF009918,DIFC,2BR,2,2,1595,172500,14400,108.15,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,34,11,2025-10-19,Ryan Joseph,Haus & Haus,Luxury
PF009919,Business Bay,2BR,2,2,1507,132300,11000,87.79,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Study Room,Yes,No,19,19,2025-11-20,Dawn Blevins,Dubizzle,Premium
PF009920,Dubai Silicon Oasis,1BR,1,1,879,66000,5500,75.09,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security,No,No,14,13,2025-09-07,Mark Martinez,Driven Properties,Budget
PF009921,Business Bay,1BR,1,1,765,83600,7000,109.28,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,No,42,7,2025-09-30,Angela Weeks,Espace Real Estate,Premium
PF009922,Al Barsha,1BR,1,1,919,66600,5600,72.47,Semi-Furnished,Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,7,11,2025-11-06,Kevin Camacho,Bayut,Mid-Market
PF009923,Al Nahda,1BR,1,1,693,47000,3900,67.82,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Swimming Pool,Yes,No,8,19,2025-10-04,Eric Zimmerman,Haus & Haus,Budget
PF009924,DIFC,1BR,1,1,920,132800,11100,144.35,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,18,5,2025-11-09,Timothy Lewis,Haus & Haus,Luxury
PF009925,Dubai Sports City,1BR,1,1,736,65200,5400,88.59,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security,No,No,10,7,2025-09-25,Lisa Mendoza,Haus & Haus,Budget
PF009926,DIFC,3BR,3,2,3200,270300,22500,84.47,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,36,0,2025-10-12,Melinda Cox,Bayut,Luxury
PF009927,Dubai Marina,1BR,1,1,1023,111700,9300,109.19,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,Yes,11,18,2025-09-15,David Hill,Property Finder,Luxury
PF009928,Dubai Sports City,2BR,2,2,1238,84000,7000,67.85,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security,No,No,36,6,2025-09-29,Joanne Dean,Dubizzle,Budget
