tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T02799,47,IT Professional,27757,2,2BR,10495,125940,Belize,Immediate,No
T02800,38,Sales & Marketing,30430,2,2BR,9262,111144,San Marino,Within 3 months,No
T02801,39,Hospitality,12518,2,2BR,4745,56940,Fiji,Flexible,No
T02802,37,Consultant,47561,1,1BR,16857,202284,Netherlands Antilles,Within 3 months,No
T02803,38,Manager,42067,3,2BR,15408,184896,Maldives,Flexible,No
T02804,26,Manager,37525,3,2BR,9620,115440,Austria,Flexible,Yes
T02805,27,Entrepreneur,26452,3,3BR,11700,140400,Antigua and Barbuda,Within 1 month,No
T02806,43,Sales & Marketing,19611,2,2BR,5066,60792,Saint Helena,Immediate,No
T02807,40,Healthcare Worker,19258,3,2BR,8438,101256,Serbia,Immediate,Yes
T02808,51,Engineer,29910,2,2BR,9473,113676,Martinique,Flexible,Yes
T02809,34,Healthcare Worker,18408,3,3BR,5220,62640,Equatorial Guinea,Within 1 month,No
T02810,33,Teacher,11509,1,1BR,2903,34836,Kenya,Within 1 month,Yes
T02811,45,Engineer,27245,1,Studio,8604,103248,Poland,Within 1 month,No
T02812,33,IT Professional,26508,2,2BR,11394,136728,Germany,Immediate,No
T02813,49,Hospitality,9642,1,1BR,3041,36492,Suriname,Immediate,Yes
T02814,57,Sales & Marketing,24429,1,1BR,9911,118932,Timor-Leste,Flexible,No
T02815,28,Entrepreneur,48278,3,2BR,16985,203820,Grenada,Immediate,No
T02816,28,Consultant,50000,1,1BR,12709,152508,Guyana,Flexible,No
T02817,29,Sales & Marketing,15219,2,2BR,6312,75744,Kiribati,Within 1 month,No
T02818,44,Sales & Marketing,18146,4,3BR,7676,92112,Poland,Flexible,No
T02819,33,Hospitality,10695,3,3BR,3672,44064,Libyan Arab Jamahiriya,Within 3 months,No
T02820,22,Engineer,15000,2,1BR,3855,46260,Egypt,Immediate,Yes
T02821,27,Teacher,9357,2,2BR,3221,38652,French Guiana,Flexible,No
T02822,39,Healthcare Worker,14499,3,2BR,5622,67464,Poland,Within 1 month,No
T02823,22,Sales & Marketing,20826,2,1BR,8297,99564,Oman,Within 1 month,No
T02824,44,IT Professional,26431,1,1BR,7169,86028,Cuba,Within 3 months,No
T02825,29,Finance Professional,38512,3,2BR,9729,116748,Canada,Within 3 months,No
T02826,47,Entrepreneur,46559,2,1BR,20866,250392,Monaco,Within 1 month,No
T02827,38,Hospitality,20000,5,3BR,5819,69828,Cocos (Keeling) Islands,Within 1 month,No
T02828,22,Manager,40322,4,3BR,14384,172608,Denmark,Immediate,No
T02829,22,Manager,38410,2,1BR,11126,133512,Turks and Caicos Islands,Flexible,No
T02830,34,Hospitality,6000,1,Studio,2500,30000,New Caledonia,Within 1 month,Yes
T02831,45,Teacher,14687,2,1BR,4639,55668,Bangladesh,Flexible,No
T02832,22,Healthcare Worker,18462,3,2BR,7457,89484,Comoros,Immediate,Yes
T02833,23,Consultant,49769,2,1BR,21212,254544,Brunei Darussalam,Within 3 months,No
T02834,47,Finance Professional,28967,2,1BR,12437,149244,Panama,Immediate,No
T02835,22,Teacher,15962,4,3BR,5551,66612,Romania,Immediate,No
T02836,37,IT Professional,36824,1,1BR,15289,183468,Bahrain,Within 3 months,No
T02837,35,Manager,38592,4,3BR,14350,172200,Mexico,Flexible,No
T02838,42,Entrepreneur,43896,2,1BR,17641,211692,Somalia,Within 1 month,No
T02839,27,Sales & Marketing,21013,5,3BR,5486,65832,Swaziland,Flexible,Yes
T02840,42,Engineer,31102,1,1BR,7938,95256,North Macedonia,Flexible,No
T02841,34,Sales & Marketing,35000,2,2BR,9610,115320,Dominican Republic,Flexible,Yes
T02842,42,Sales & Marketing,20355,2,2BR,6863,82356,Israel,Within 1 month,No
T02843,30,Manager,35153,4,3BR,9215,110580,Iceland,Within 1 month,No
T02844,38,Sales & Marketing,29148,2,1BR,10167,122004,Mozambique,Within 3 months,No
T02845,36,Consultant,46230,1,1BR,15759,189108,Sudan,Immediate,No
T02846,26,Entrepreneur,62631,1,1BR,20842,250104,Saint Kitts and Nevis,Flexible,No
T02847,22,Engineer,25681,1,1BR,8205,98460,Estonia,Within 3 months,No
T02848,29,Engineer,25513,1,Studio,6943,83316,Nigeria,Flexible,No
T02849,22,Hospitality,10069,4,3BR,2592,31104,Maldives,Flexible,No
T02850,42,Healthcare Worker,22389,1,Studio,9226,110712,Egypt,Within 3 months,Yes
T02851,35,Teacher,14940,4,2BR,4890,58680,Guinea-Bissau,Within 3 months,No
T02852,34,Consultant,47011,2,2BR,16848,202176,Namibia,Within 3 months,No
T02853,41,Entrepreneur,48732,1,1BR,15314,183768,Malaysia,Within 3 months,No
T02854,55,Entrepreneur,56516,2,2BR,24887,298644,Norway,Within 1 month,No
T02855,37,IT Professional,40418,2,2BR,13933,167196,Algeria,Flexible,No
T02856,30,IT Professional,32049,4,2BR,9008,108096,Malta,Within 1 month,Yes
T02857,30,Entrepreneur,37452,1,1BR,13151,157812,Faroe Islands,Within 3 months,No
T02858,31,Healthcare Worker,17220,3,3BR,6587,79044,Iceland,Immediate,No
T02859,31,Entrepreneur,64633,2,2BR,21717,260604,Netherlands Antilles,Flexible,No
T02860,41,Engineer,27168,2,2BR,8215,98580,Maldives,Within 3 months,Yes
T02861,36,Engineer,39059,4,3BR,16600,199200,Suriname,Flexible,No
T02862,32,Engineer,22031,1,Studio,8719,104628,Sao Tome and Principe,Within 1 month,Yes
T02863,34,Hospitality,16276,1,1BR,5816,69792,Luxembourg,Within 3 months,No
T02864,29,Teacher,13787,2,2BR,3984,47808,Costa Rica,Within 1 month,No
T02865,29,IT Professional,15000,1,1BR,3756,45072,Burundi,Flexible,No
T02866,23,Finance Professional,33339,4,3BR,11919,143028,Morocco,Within 3 months,No
T02867,55,Hospitality,15225,4,3BR,4462,53544,Slovenia,Within 3 months,Yes
T02868,37,Finance Professional,37102,3,2BR,10392,124704,Korea,Within 1 month,No
T02869,29,Sales & Marketing,14700,2,1BR,5136,61632,Uganda,Within 1 month,No
T02870,30,Engineer,24538,3,3BR,10482,125784,Germany,Immediate,No
T02871,48,Entrepreneur,66313,2,1BR,24294,291528,Malawi,Flexible,No
T02872,53,Hospitality,15131,2,2BR,6168,74016,Faroe Islands,Flexible,No
T02873,46,Hospitality,14496,1,Studio,4925,59100,Saudi Arabia,Within 3 months,No
T02874,37,Healthcare Worker,20085,4,3BR,6835,82020,Grenada,Within 3 months,No
T02875,33,Hospitality,13559,1,Studio,3638,43656,Japan,Within 1 month,No
T02876,34,Healthcare Worker,25772,2,1BR,9859,118308,Cambodia,Flexible,Yes
T02877,52,Engineer,30894,2,2BR,13445,161340,Lebanon,Within 3 months,No
T02878,34,Engineer,36569,1,Studio,12183,146196,Botswana,Within 1 month,Yes
T02879,33,Hospitality,14438,3,2BR,3712,44544,United Arab Emirates,Flexible,No
T02880,43,Finance Professional,34676,1,1BR,12653,151836,Oman,Immediate,No
T02881,49,Entrepreneur,59089,4,2BR,22408,268896,Comoros,Immediate,No
T02882,48,IT Professional,30737,2,2BR,7881,94572,Lao People's Democratic Republic,Immediate,No
T02883,36,Teacher,13675,5,3BR,3658,43896,Austria,Within 3 months,No
T02884,29,Consultant,26876,2,2BR,8955,107460,Niue,Within 3 months,No
T02885,51,Engineer,31116,1,1BR,10924,131088,Cambodia,Within 3 months,Yes
T02886,45,IT Professional,42330,3,2BR,17519,210228,Eritrea,Flexible,No
T02887,44,Teacher,14768,3,3BR,5349,64188,United States Virgin Islands,Within 3 months,Yes
T02888,28,Finance Professional,60000,5,3BR,25954,311448,French Southern Territories,Within 3 months,No
T02889,41,Healthcare Worker,13277,3,3BR,4783,57396,India,Flexible,No
T02890,38,Healthcare Worker,14651,2,1BR,5745,68940,Thailand,Within 1 month,No
T02891,38,Finance Professional,45068,4,3BR,16204,194448,New Zealand,Within 1 month,Yes
T02892,34,Consultant,18000,3,3BR,7313,87756,Malta,Immediate,Yes
T02893,42,Entrepreneur,35216,1,1BR,15654,187848,Falkland Islands (Malvinas),Immediate,No
T02894,51,Consultant,41078,2,2BR,13830,165960,Guernsey,Flexible,No
T02895,22,Hospitality,11678,4,2BR,3414,40968,Mongolia,Within 1 month,No
T02896,42,Manager,40975,3,3BR,15234,182808,Mauritius,Flexible,No
T02897,38,Teacher,14883,2,2BR,4737,56844,Nicaragua,Within 3 months,No
T02898,32,Engineer,40000,3,3BR,14149,169788,Saint Kitts and Nevis,Immediate,Yes
T02899,24,Manager,24357,1,1BR,9559,114708,Antarctica (the territory South of 60 deg S),Flexible,No
T02900,30,Teacher,11485,1,1BR,2908,34896,Netherlands,Within 3 months,No
T02901,46,Entrepreneur,21604,5,3BR,5454,65448,Bahamas,Within 1 month,No
T02902,36,Teacher,13386,4,2BR,5384,64608,Hong Kong,Within 1 month,No
T02903,49,Hospitality,11122,1,1BR,4291,51492,Iran,Within 3 months,No
T02904,40,Consultant,31993,2,2BR,13285,159420,Venezuela,Flexible,Yes
T02905,29,Entrepreneur,46761,2,2BR,17379,208548,Suriname,Within 3 months,Yes
T02906,25,Sales & Marketing,20892,5,3BR,7217,86604,Antarctica (the territory South of 60 deg S),Immediate,No
T02907,31,Finance Professional,49516,3,2BR,13449,161388,Montserrat,Flexible,No
T02908,36,Entrepreneur,57492,1,1BR,23868,286416,French Southern Territories,Within 3 months,No
T02909,35,Entrepreneur,51747,2,1BR,16641,199692,Lao People's Democratic Republic,Immediate,No
T02910,28,Hospitality,13994,2,2BR,5554,66648,Malta,Immediate,Yes
T02911,22,Consultant,44851,1,Studio,12508,150096,Congo,Within 1 month,Yes
T02912,47,Consultant,18000,1,1BR,6985,83820,Austria,Immediate,No
T02913,42,Entrepreneur,33502,3,3BR,12171,146052,Suriname,Within 3 months,No
T02914,39,Finance Professional,34019,3,2BR,12101,145212,Israel,Flexible,No
T02915,41,Finance Professional,60000,2,1BR,15900,190800,Cameroon,Flexible,No
T02916,31,Entrepreneur,42631,3,3BR,18486,221832,Uzbekistan,Immediate,No
T02917,39,Hospitality,10607,4,3BR,3428,41136,Tanzania,Flexible,No
T02918,36,Consultant,44830,2,2BR,19592,235104,Jamaica,Within 1 month,No
T02919,33,Engineer,34948,3,3BR,12327,147924,French Guiana,Within 3 months,No
T02920,28,Finance Professional,56566,1,1BR,20028,240336,Iraq,Flexible,No
T02921,25,IT Professional,32303,1,1BR,14244,170928,Saint Helena,Flexible,Yes
T02922,30,Engineer,33378,2,1BR,14174,170088,Greenland,Flexible,No
T02923,30,Entrepreneur,36059,2,2BR,9741,116892,Macao,Within 3 months,No
T02924,32,Healthcare Worker,16690,1,Studio,6553,78636,Ukraine,Flexible,Yes
T02925,31,Manager,51166,1,1BR,17614,211368,Martinique,Flexible,No
T02926,30,Sales & Marketing,20590,4,2BR,8991,107892,Uzbekistan,Within 3 months,Yes
T02927,40,Hospitality,10021,3,2BR,3421,41052,Mongolia,Within 1 month,No
T02928,58,Entrepreneur,29040,2,2BR,11239,134868,Nauru,Immediate,No
T02929,31,Hospitality,7216,2,2BR,2849,34188,Micronesia,Flexible,No
T02930,22,Finance Professional,34789,1,Studio,8727,104724,Luxembourg,Flexible,No
T02931,23,IT Professional,29495,1,Studio,8122,97464,Christmas Island,Within 3 months,No
T02932,49,IT Professional,22651,1,1BR,7657,91884,Ethiopia,Immediate,No
T02933,30,Entrepreneur,62901,4,2BR,27528,330336,Ethiopia,Within 1 month,No
T02934,27,Manager,31383,5,3BR,11765,141180,Senegal,Immediate,No
T02935,38,IT Professional,25683,5,3BR,9432,113184,French Southern Territories,Within 3 months,No
T02936,28,Manager,39089,1,1BR,14284,171408,Iceland,Within 1 month,Yes
T02937,55,Hospitality,8522,2,2BR,2896,34752,United States of America,Flexible,No
T02938,35,Finance Professional,44739,1,1BR,16383,196596,Ecuador,Immediate,No
T02939,44,IT Professional,38473,5,3BR,14074,168888,Belize,Flexible,Yes
T02940,34,IT Professional,32583,3,2BR,10149,121788,Cambodia,Flexible,No
T02941,32,Finance Professional,39719,4,3BR,17762,213144,Saint Lucia,Immediate,No
T02942,34,Engineer,29550,2,1BR,12865,154380,Marshall Islands,Within 1 month,No
T02943,35,Manager,29468,1,1BR,9156,109872,Poland,Flexible,No
T02944,41,Teacher,18000,1,Studio,7648,91776,Fiji,Immediate,No
T02945,35,Consultant,37527,3,2BR,12676,152112,South Africa,Immediate,No
T02946,48,Healthcare Worker,35000,4,3BR,13152,157824,Burundi,Within 1 month,Yes
T02947,33,Sales & Marketing,28772,1,1BR,12408,148896,Poland,Within 3 months,No
T02948,31,Manager,38964,2,2BR,14964,179568,Vanuatu,Within 3 months,No
T02949,45,Manager,45436,1,1BR,14109,169308,Armenia,Flexible,No
T02950,29,Hospitality,10095,2,2BR,3272,39264,Mozambique,Within 1 month,No
T02951,22,Finance Professional,38970,3,2BR,16293,195516,Yemen,Within 3 months,Yes
T02952,53,Finance Professional,37969,3,2BR,12888,154656,China,Flexible,Yes
T02953,41,Teacher,10317,2,2BR,4141,49692,Kuwait,Within 1 month,No
T02954,31,Entrepreneur,58641,2,2BR,19810,237720,Gambia,Immediate,Yes
T02955,22,Sales & Marketing,20089,4,3BR,8188,98256,Myanmar,Within 1 month,No
T02956,37,Entrepreneur,40960,1,1BR,13667,164004,Ecuador,Within 1 month,No
T02957,31,Engineer,38981,1,Studio,10946,131352,Poland,Flexible,No
T02958,31,Sales & Marketing,21285,3,3BR,7365,88380,Montenegro,Immediate,No
T02959,45,Sales & Marketing,23762,4,3BR,9485,113820,Sweden,Immediate,No
T02960,34,IT Professional,15000,4,2BR,5083,60996,Aruba,Immediate,No
T02961,45,Engineer,23317,3,3BR,6594,79128,Namibia,Within 1 month,No
T02962,42,Entrepreneur,63243,3,2BR,21631,259572,Maldives,Flexible,No
T02963,43,Consultant,18620,2,2BR,5362,64344,Bermuda,Immediate,Yes
T02964,36,Teacher,15585,2,2BR,5979,71748,Poland,Within 3 months,No
T02965,44,Teacher,10857,2,2BR,3439,41268,Belgium,Flexible,No
T02966,32,Engineer,26409,1,1BR,10863,130356,Cambodia,Immediate,No
T02967,42,Hospitality,10966,1,1BR,3370,40440,Burundi,Flexible,No
T02968,34,IT Professional,24090,1,1BR,8399,100788,Argentina,Within 3 months,No
T02969,25,Hospitality,12126,1,1BR,5185,62220,Cocos (Keeling) Islands,Flexible,No
T02970,27,Hospitality,17419,1,1BR,6003,72036,Sao Tome and Principe,Within 1 month,No
T02971,38,IT Professional,31328,4,3BR,14073,168876,Barbados,Immediate,No
T02972,29,Engineer,32136,3,2BR,13488,161856,Guam,Within 3 months,No
T02973,43,Engineer,24931,1,1BR,10657,127884,Palau,Flexible,No
T02974,38,Consultant,39388,2,2BR,10354,124248,Bhutan,Immediate,No
T02975,22,Manager,31813,2,1BR,13890,166680,Burundi,Within 3 months,Yes
T02976,33,Entrepreneur,36875,1,Studio,11839,142068,Oman,Immediate,No
T02977,33,Healthcare Worker,25424,1,Studio,7342,88104,Poland,Within 1 month,No
T02978,54,Manager,49252,3,2BR,14630,175560,Madagascar,Within 3 months,No
T02979,22,Engineer,25946,3,3BR,9141,109692,Guinea,Within 1 month,Yes
T02980,30,Consultant,34700,2,2BR,12104,145248,Belgium,Within 1 month,Yes
T02981,39,Consultant,37277,3,3BR,9656,115872,Cote d'Ivoire,Flexible,No
T02982,22,IT Professional,19120,1,1BR,6004,72048,Hungary,Flexible,No
T02983,29,Finance Professional,41211,3,3BR,12611,151332,Malawi,Immediate,No
T02984,23,Entrepreneur,15000,3,2BR,4870,58440,Fiji,Within 3 months,Yes
T02985,35,Manager,45443,2,2BR,12585,151020,Antigua and Barbuda,Within 3 months,No
T02986,38,IT Professional,27699,5,3BR,7445,89340,Greece,Flexible,Yes
T02987,32,Entrepreneur,47920,5,3BR,19043,228516,French Guiana,Within 3 months,No
T02988,34,IT Professional,39786,2,2BR,16641,199692,Tajikistan,Immediate,Yes
T02989,34,Engineer,33766,4,3BR,9620,115440,Botswana,Within 3 months,No
T02990,44,IT Professional,33581,2,2BR,10039,120468,Saint Barthelemy,Within 3 months,No
T02991,37,Sales & Marketing,32874,4,3BR,10143,121716,Iceland,Within 3 months,No
T02992,22,Consultant,31881,1,1BR,12309,147708,Paraguay,Flexible,No
T02993,40,Entrepreneur,55227,2,2BR,16929,203148,Greenland,Immediate,No
T02994,22,Entrepreneur,43848,3,3BR,11377,136524,Chad,Within 1 month,No
T02995,40,Engineer,15000,4,2BR,3861,46332,Denmark,Flexible,Yes
T02996,23,Engineer,38066,3,3BR,11372,136464,Liechtenstein,Flexible,No
T02997,35,IT Professional,25353,2,2BR,10214,122568,Algeria,Within 3 months,Yes
T02998,36,Entrepreneur,44294,4,2BR,16038,192456,Afghanistan,Within 3 months,No
T02999,45,Finance Professional,32291,4,3BR,12308,147696,Seychelles,Flexible,No
T03000,51,Finance Professional,25688,2,2BR,9831,117972,Mauritania,Within 3 months,No
T03001,28,Hospitality,14522,3,3BR,4714,56568,Tokelau,Immediate,No
T03002,22,Finance Professional,39713,5,3BR,12074,144888,United Kingdom,Within 3 months,No
T03003,30,Entrepreneur,67999,5,3BR,29902,358824,Korea,Within 3 months,No
T03004,40,Teacher,13654,1,Studio,5435,65220,Luxembourg,Within 1 month,No
T03005,30,Consultant,45922,3,3BR,20604,247248,Lebanon,Immediate,No
T03006,32,Consultant,36043,4,3BR,9261,111132,Holy See (Vatican City State),Flexible,No
T03007,48,Engineer,27868,4,2BR,9094,109128,Belarus,Flexible,No
T03008,38,Finance Professional,56021,4,2BR,14370,172440,Nicaragua,Flexible,Yes
T03009,48,Sales & Marketing,20293,2,2BR,7188,86256,Austria,Within 3 months,No
T03010,39,Healthcare Worker,22886,2,2BR,9420,113040,Sao Tome and Principe,Within 3 months,No
T03011,32,Consultant,44103,5,3BR,12037,144444,Aruba,Within 1 month,Yes
T03012,39,Hospitality,10217,3,2BR,2652,31824,Costa Rica,Within 1 month,No
T03013,30,Consultant,36668,3,3BR,12778,153336,Christmas Island,Within 3 months,No
T03014,39,Healthcare Worker,20705,1,1BR,7916,94992,Cayman Islands,Within 3 months,No
T03015,41,IT Professional,30856,4,3BR,10649,127788,Saint Kitts and Nevis,Within 1 month,No
T03016,41,Manager,39033,3,2BR,14127,169524,Jersey,Immediate,No
T03017,24,IT Professional,33260,2,1BR,8929,107148,Anguilla,Within 1 month,No
T03018,35,Consultant,35442,2,2BR,14493,173916,Lebanon,Flexible,No
T03019,23,Consultant,30185,3,2BR,13010,156120,Dominican Republic,Immediate,No
T03020,33,IT Professional,41267,3,3BR,13433,161196,France,Within 3 months,Yes
T03021,22,Consultant,22820,3,3BR,6126,73512,Senegal,Within 1 month,No
T03022,38,Hospitality,12053,1,1BR,4277,51324,Tunisia,Flexible,No
T03023,31,Finance Professional,47500,4,3BR,19973,239676,Kyrgyz Republic,Immediate,Yes
T03024,42,Entrepreneur,30576,2,2BR,8817,105804,Malawi,Within 3 months,No
T03025,37,IT Professional,23998,2,1BR,8610,103320,San Marino,Within 1 month,No
T03026,53,Manager,49999,3,2BR,14534,174408,France,Flexible,No
T03027,22,Manager,55000,2,1BR,15544,186528,Dominican Republic,Within 3 months,Yes
T03028,22,Finance Professional,46675,2,2BR,12852,154224,Central African Republic,Immediate,No
T03029,50,Consultant,31631,3,2BR,8426,101112,Japan,Within 1 month,No
T03030,22,Healthcare Worker,31999,1,Studio,11403,136836,Lao People's Democratic Republic,Immediate,No
T03031,38,Finance Professional,24413,1,1BR,10287,123444,Zimbabwe,Flexible,Yes
T03032,35,Teacher,13388,2,2BR,5891,70692,Equatorial Guinea,Immediate,No
T03033,33,Entrepreneur,19506,3,2BR,8534,102408,Turkmenistan,Immediate,Yes
T03034,42,Manager,39399,2,2BR,15134,181608,Martinique,Flexible,No
T03035,50,Entrepreneur,39689,1,Studio,11669,140028,Georgia,Within 3 months,No
T03036,22,Hospitality,13090,2,2BR,5550,66600,Jamaica,Within 3 months,No
T03037,31,Healthcare Worker,21196,4,2BR,9058,108696,Faroe Islands,Flexible,No
T03038,35,Consultant,26266,3,2BR,8688,104256,North Macedonia,Within 3 months,No
T03039,35,Manager,20000,2,1BR,5739,68868,Cyprus,Within 3 months,No
T03040,37,Hospitality,11151,2,2BR,4292,51504,Belarus,Within 1 month,No
T03041,40,IT Professional,21907,3,3BR,8726,104712,Singapore,Immediate,No
T03042,46,Engineer,27625,4,2BR,7016,84192,Bahamas,Immediate,No
T03043,45,Engineer,24520,3,2BR,10474,125688,Svalbard & Jan Mayen Islands,Within 1 month,Yes
T03044,34,Teacher,11624,3,3BR,2986,35832,Sri Lanka,Within 3 months,No
T03045,40,Healthcare Worker,23539,1,Studio,7222,86664,Cote d'Ivoire,Flexible,No
T03046,56,Finance Professional,38839,2,1BR,12188,146256,Burundi,Within 1 month,No
T03047,34,Manager,36337,1,Studio,14031,168372,Cuba,Flexible,Yes
T03048,37,Consultant,33213,3,2BR,10308,123696,Djibouti,Within 3 months,Yes
T03049,34,IT Professional,29016,3,3BR,11556,138672,Mayotte,Within 1 month,No
T03050,50,Sales & Marketing,24303,2,2BR,10049,120588,Venezuela,Immediate,No
T03051,28,Sales & Marketing,14832,3,2BR,6501,78012,Panama,Within 1 month,No
T03052,42,IT Professional,32329,1,Studio,12431,149172,Sri Lanka,Immediate,No
T03053,33,Engineer,23294,1,1BR,9441,113292,Guinea,Flexible,No
T03054,22,Healthcare Worker,23433,2,1BR,6346,76152,Sudan,Flexible,Yes
T03055,27,IT Professional,15452,3,3BR,5305,63660,Equatorial Guinea,Flexible,No
T03056,29,Hospitality,13002,4,2BR,4728,56736,Ecuador,Within 3 months,No
T03057,48,Teacher,16681,2,2BR,5803,69636,Kiribati,Immediate,No
T03058,42,Consultant,38308,3,2BR,9883,118596,Saint Barthelemy,Immediate,Yes
T03059,40,Teacher,10980,1,1BR,3828,45936,Jordan,Within 3 months,No
T03060,45,Healthcare Worker,26955,1,1BR,9298,111576,Tuvalu,Within 3 months,No
T03061,36,Hospitality,15577,3,2BR,6515,78180,Liberia,Immediate,No
T03062,31,Sales & Marketing,22593,2,2BR,8584,103008,Dominica,Within 1 month,No
T03063,45,Healthcare Worker,32053,2,2BR,10594,127128,Azerbaijan,Flexible,No
T03064,51,Healthcare Worker,22251,5,3BR,8697,104364,San Marino,Immediate,No
T03065,26,Engineer,30573,2,2BR,10236,122832,Guinea-Bissau,Immediate,No
T03066,40,IT Professional,18627,3,3BR,7850,94200,Mexico,Immediate,Yes
T03067,22,Sales & Marketing,35000,4,3BR,14361,172332,Guam,Within 1 month,Yes
T03068,22,IT Professional,36051,2,2BR,11629,139548,Mauritania,Within 3 months,No
T03069,56,IT Professional,39046,2,2BR,9816,117792,China,Immediate,No
T03070,34,Finance Professional,41337,2,2BR,13164,157968,Belarus,Within 1 month,No
T03071,22,Hospitality,6000,3,3BR,2381,28572,Niger,Within 3 months,No
T03072,33,Sales & Marketing,23269,3,2BR,8617,103404,Jamaica,Flexible,No
T03073,31,IT Professional,30829,2,2BR,12667,152004,Turks and Caicos Islands,Within 1 month,No
T03074,23,Engineer,30759,1,Studio,8473,101676,Samoa,Immediate,No
T03075,50,Finance Professional,40025,5,3BR,14284,171408,Fiji,Within 3 months,No
T03076,41,Consultant,27286,2,2BR,9000,108000,Serbia,Within 3 months,Yes
T03077,22,Teacher,15011,4,3BR,5637,67644,Guam,Within 3 months,No
T03078,27,IT Professional,21443,4,3BR,6688,80256,Netherlands,Immediate,No
T03079,22,Finance Professional,23341,2,2BR,10250,123000,New Zealand,Flexible,No
T03080,43,IT Professional,32235,3,3BR,8298,99576,Italy,Immediate,No
T03081,30,Healthcare Worker,14491,1,Studio,5684,68208,Mayotte,Within 3 months,Yes
T03082,22,Engineer,28908,5,3BR,12401,148812,Canada,Immediate,No
T03083,31,Consultant,34720,2,2BR,11968,143616,Burundi,Within 1 month,No
T03084,30,IT Professional,25104,4,3BR,9185,110220,Faroe Islands,Immediate,No
T03085,36,Consultant,36191,2,2BR,15115,181380,Costa Rica,Immediate,No
T03086,36,Entrepreneur,38354,1,1BR,11184,134208,Bermuda,Within 3 months,Yes
T03087,36,Hospitality,13671,1,Studio,3680,44160,United States Minor Outlying Islands,Immediate,No
T03088,30,Consultant,39012,2,1BR,17363,208356,Burkina Faso,Flexible,No
T03089,40,Teacher,11831,1,Studio,4259,51108,Pitcairn Islands,Flexible,No
T03090,26,IT Professional,34536,2,1BR,12526,150312,Papua New Guinea,Flexible,No
T03091,30,Consultant,31241,4,3BR,8729,104748,Turkmenistan,Within 3 months,No
T03092,34,Entrepreneur,31453,4,3BR,8680,104160,Belgium,Within 3 months,No
T03093,35,Manager,43115,3,3BR,19136,229632,Canada,Immediate,No
T03094,35,Teacher,12244,3,2BR,4263,51156,Guinea-Bissau,Immediate,Yes
T03095,32,Teacher,8000,3,3BR,2513,30156,Zambia,Flexible,No
T03096,22,Hospitality,9063,1,1BR,2658,31896,Haiti,Flexible,No
T03097,30,Entrepreneur,49229,1,1BR,18405,220860,Western Sahara,Within 1 month,No
T03098,49,Manager,30650,2,2BR,10993,131916,Macao,Within 1 month,Yes
T03099,51,IT Professional,18164,2,2BR,6003,72036,Macao,Within 3 months,No
T03100,49,Engineer,15000,1,Studio,4235,50820,Nicaragua,Within 1 month,No
T03101,31,Engineer,27359,2,2BR,9006,108072,Mali,Immediate,No
T03102,50,Finance Professional,39167,1,Studio,13779,165348,Congo,Immediate,No
T03103,38,Hospitality,12591,1,1BR,4654,55848,Saint Pierre and Miquelon,Within 3 months,No
T03104,34,IT Professional,28541,3,2BR,10604,127248,Nicaragua,Immediate,No
T03105,30,Consultant,26254,1,1BR,10390,124680,Chile,Immediate,Yes
T03106,24,Teacher,14699,2,1BR,4818,57816,Portugal,Immediate,No
T03107,33,Teacher,9183,3,3BR,3194,38328,Costa Rica,Flexible,No
T03108,25,Finance Professional,46089,4,2BR,13680,164160,Angola,Immediate,No
T03109,36,IT Professional,28278,3,3BR,10308,123696,Lesotho,Immediate,No
T03110,36,Entrepreneur,69140,1,Studio,22528,270336,Mayotte,Flexible,No
T03111,30,Teacher,12821,1,Studio,3288,39456,British Indian Ocean Territory (Chagos Archipelago),Within 1 month,No
T03112,35,Hospitality,11554,2,2BR,3197,38364,Ethiopia,Within 1 month,No
T03113,31,Manager,51253,1,Studio,14384,172608,Bouvet Island (Bouvetoya),Within 1 month,Yes
T03114,38,Engineer,26330,2,1BR,6909,82908,Brunei Darussalam,Within 3 months,No
T03115,22,Entrepreneur,52778,3,2BR,17998,215976,Uzbekistan,Within 3 months,No
T03116,46,Entrepreneur,58038,2,2BR,20739,248868,Singapore,Within 1 month,No
T03117,32,Manager,36048,1,1BR,13415,160980,Seychelles,Flexible,No
T03118,28,Finance Professional,46297,3,2BR,17612,211344,Greenland,Within 3 months,No
T03119,27,Finance Professional,52011,4,3BR,17828,213936,Lao People's Democratic Republic,Flexible,No
T03120,28,Consultant,45078,2,1BR,14877,178524,Angola,Within 1 month,Yes
T03121,35,Sales & Marketing,24912,2,2BR,9383,112596,Panama,Immediate,No
T03122,28,Hospitality,13331,2,2BR,3853,46236,Isle of Man,Within 3 months,No
T03123,48,IT Professional,24400,1,Studio,10070,120840,Korea,Within 1 month,Yes
T03124,42,Hospitality,11084,2,2BR,3970,47640,United Kingdom,Flexible,Yes
T03125,34,Teacher,11168,2,2BR,2948,35376,Azerbaijan,Within 3 months,No
T03126,45,Healthcare Worker,26262,1,Studio,10868,130416,Kuwait,Immediate,No
T03127,22,Finance Professional,41771,4,3BR,16677,200124,Luxembourg,Immediate,No
T03128,35,Finance Professional,31662,3,2BR,10424,125088,Switzerland,Immediate,No
T03129,51,Sales & Marketing,20847,5,3BR,6813,81756,Niger,Immediate,Yes
